"sub_campaign_code","revenue","call_timestamp","calling_source"
FINX,"63.0000","2024-07-01 13:06:04","800-481-5648"
FINX,"","2024-07-01 13:20:23","800-686-1410"
FINX,"60.0000","2024-07-01 12:44:10","800-437-7527"
FINX,"60.0000","2024-07-01 13:11:30","800-641-2706"
FINX,"","2024-07-01 13:12:42","800-460-7897"
FINX,"52.0000","2024-07-01 13:14:12","800-726-9756"
FINX,"","2024-07-01 12:52:24","800-760-2832"
FINX,"65.0000","2024-07-01 12:47:46","800-713-0932"
FINX,"","2024-07-01 12:55:43","800-816-4384"
FINX,"","2024-07-01 13:07:35","800-670-2962"
FINX,"","2024-07-01 13:08:44","800-760-2832"
FINX,"52.0000","2024-07-01 14:56:07","800-894-3550"
FINX,"","2024-07-01 14:56:25","800-894-3550"
FINX,"52.0000","2024-07-01 14:56:58","800-894-3550"
FINX,"52.0000","2024-07-01 14:57:18","800-894-3550"
FINX,"63.0000","2024-07-01 14:45:27","800-619-7137"
FINX,"35.0000","2024-07-01 15:10:13","800-481-5648"
FINX,"","2024-07-01 15:11:40","800-481-5648"
FINX,"","2024-07-01 15:12:12","800-481-5648"
FINX,"","2024-07-01 15:12:02","800-481-5648"
FINX,"","2024-07-01 15:13:52","800-481-5648"
FINX,"65.0000","2024-07-01 15:12:46","800-481-5648"
FINX,"35.0000","2024-07-01 14:38:20","800-881-8953"
FINX,"65.0000","2024-07-01 15:11:18","800-481-5648"
FINX,"","2024-07-01 15:16:15","800-481-5648"
FINX,"60.0000","2024-07-01 14:43:16","800-981-5002"
FINX,"50.0000","2024-07-01 08:30:10","800-398-3143"
FINX,"","2024-07-01 09:20:06","800-981-5002"
FINX,"65.0000","2024-07-01 09:17:58","800-981-5002"
FINX,"65.0000","2024-07-01 09:16:50","800-981-5002"
FINX,"","2024-07-01 09:22:42","800-410-2249"
FINX,"","2024-07-01 09:14:19","800-285-0834"
FINX,"","2024-07-01 09:14:56","800-285-0834"
FINX,"45.0000","2024-07-01 09:16:02","800-981-5002"
FINX,"","2024-07-01 09:17:28","800-981-5002"
FINX,"","2024-07-01 09:17:39","800-981-5002"
FINX,"","2024-07-01 09:33:52","800-975-3192"
FINX,"65.0000","2024-07-01 09:15:48","800-981-5002"
FINX,"50.0000","2024-07-01 09:14:42","800-285-0834"
FINX,"65.0000","2024-07-01 11:20:16","800-657-1438"
FINX,"63.0000","2024-07-01 11:24:18","800-298-0616"
FINX,"63.0000","2024-07-01 11:26:31","800-401-4182"
FINX,"52.0000","2024-07-01 11:57:48","800-405-4209"
FINX,"","2024-07-01 12:06:37","800-771-8392"
FINX,"52.0000","2024-07-01 11:52:40","800-733-8804"
FINX,"52.0000","2024-07-01 11:43:00","800-481-5648"
FINX,"","2024-07-01 11:54:13","800-816-4590"
FINX,"65.0000","2024-07-01 11:47:41","800-437-7527"
FINX,"50.0000","2024-07-01 08:50:15","800-715-2935"
FINX,"45.0000","2024-07-01 08:31:26","800-398-3143"
FINX,"50.0000","2024-07-01 08:31:17","800-398-3143"
FINX,"45.0000","2024-07-01 08:36:53","800-731-8054"
FINX,"45.0000","2024-07-01 08:17:38","800-859-0684"
FINX,"","2024-07-01 08:23:10","800-841-1765"
FINX,"","2024-07-01 08:29:10","800-299-3630"
FINX,"","2024-07-01 10:58:43","800-643-1146"
FINX,"","2024-07-01 10:46:39","800-733-8804"
FINX,"","2024-07-01 10:47:13","800-612-7598"
FINX,"58.0000","2024-07-01 10:29:59","800-859-0684"
FINX,"65.0000","2024-07-01 11:04:54","800-672-7517"
FINX,"","2024-07-01 01:06:03","800-610-0396"
FINX,"","2024-07-01 12:11:22","800-733-8804"
FINX,"63.0000","2024-07-01 11:40:28","800-509-4913"
FINX,"65.0000","2024-07-01 11:47:07","833-299-9311"
FINX,"63.0000","2024-07-01 11:28:29","800-713-0932"
FINX,"63.0000","2024-07-01 11:24:12","800-760-2832"
FINX,"","2024-07-01 11:52:05","800-715-2935"
FINX,"63.0000","2024-07-01 10:36:53","800-760-2832"
FINX,"52.0000","2024-07-01 10:46:36","800-894-3550"
FINX,"","2024-07-01 11:09:52","800-715-2935"
FINX,"65.0000","2024-07-01 11:03:20","800-981-5002"
FINX,"","2024-07-01 11:18:57","800-612-7598"
FINX,"58.0000","2024-07-01 10:22:45","800-733-8804"
FINX,"65.0000","2024-07-01 09:59:24","800-859-4205"
FINX,"58.0000","2024-07-01 10:04:09","800-689-7030"
FINX,"","2024-07-01 10:26:00","800-481-5648"
FINX,"","2024-07-01 10:28:44","800-715-2935"
FINX,"50.0000","2024-07-01 10:20:20","800-611-0021"
FINX,"60.0000","2024-07-01 10:51:14","800-509-4913"
FINX,"","2024-07-01 10:52:11","800-509-4913"
FINX,"","2024-07-01 10:46:19","800-316-6492"
FINX,"","2024-07-01 10:46:43","800-894-3550"
FINX,"","2024-07-01 10:47:05","800-894-3550"
FINX,"65.0000","2024-07-01 09:58:40","833-299-9311"
FINX,"","2024-07-01 10:13:39","800-404-1732"
FINX,"","2024-07-01 10:21:56","800-994-9206"
FINX,"65.0000","2024-07-01 09:55:21","800-859-0684"
FINX,"65.0000","2024-07-01 09:55:41","800-733-8804"
FINX,"","2024-07-01 09:56:35","800-733-8804"
FINX,"","2024-07-01 09:56:58","800-733-8804"
FINX,"","2024-07-01 09:57:46","800-733-8804"
FINX,"65.0000","2024-07-01 09:56:54","800-733-8804"
FINX,"","2024-07-01 09:54:33","800-298-0616"
FINX,"45.0000","2024-07-01 09:54:49","800-733-8804"
FINX,"","2024-07-01 09:55:01","800-981-5002"
FINX,"","2024-07-01 09:55:14","800-733-8804"
FINX,"","2024-07-01 09:55:26","800-733-8804"
FINX,"","2024-07-01 09:55:29","800-733-8804"
FINX,"","2024-07-01 09:55:32","800-966-5176"
FINX,"","2024-07-01 09:55:36","800-733-8804"
FINX,"","2024-07-01 09:56:04","800-733-8804"
FINX,"45.0000","2024-07-01 09:54:13","800-298-0616"
FINX,"65.0000","2024-07-01 09:56:19","800-966-5176"
FINX,"65.0000","2024-07-01 09:56:11","800-733-8804"
FINX,"65.0000","2024-07-01 09:56:09","800-733-8804"
FINX,"65.0000","2024-07-01 09:56:12","800-809-8647"
FINX,"65.0000","2024-07-01 09:55:55","800-733-8804"
FINX,"65.0000","2024-07-01 09:55:52","800-733-8804"
FINX,"63.0000","2024-07-01 11:35:58","800-733-8804"
FINX,"","2024-07-01 12:21:08","800-733-8804"
FINX,"58.0000","2024-07-01 11:47:26","800-437-7527"
FINX,"","2024-07-01 12:45:03","800-589-1598"
FINX,"","2024-07-01 12:47:20","800-713-0932"
FINX,"","2024-07-01 12:48:07","800-860-6195"
FINX,"","2024-07-01 09:53:45","800-298-0616"
FINX,"","2024-07-01 12:35:43","800-612-7598"
FINX,"52.0000","2024-07-01 12:36:40","800-491-1628"
FINX,"","2024-07-01 12:41:07","800-903-0074"
FINX,"","2024-07-01 12:43:24","800-437-7527"
FINX,"","2024-07-01 17:35:53","800-501-4197"
FINX,"","2024-07-01 17:36:28","800-501-4197"
FINX,"","2024-07-01 17:49:37","800-832-8451"
FINX,"","2024-07-01 17:50:49","800-806-5583"
FINX,"","2024-07-01 17:50:53","800-806-5583"
FINX,"60.0000","2024-07-01 17:23:57","800-958-3893"
FINX,"63.0000","2024-07-01 17:48:20","800-832-8451"
FINX,"","2024-07-01 17:51:31","800-806-5583"
FINX,"65.0000","2024-07-01 17:36:50","800-501-4197"
FINX,"","2024-07-01 17:53:43","800-989-4378"
FINX,"52.0000","2024-07-01 17:40:46","800-616-6071"
FINX,"45.0000","2024-07-01 17:41:14","800-619-7137"
FINX,"45.0000","2024-07-01 17:41:52","800-619-7137"
FINX,"","2024-07-01 17:43:07","800-619-7137"
FINX,"65.0000","2024-07-01 16:58:10","800-772-5024"
FINX,"","2024-07-01 17:43:24","800-249-0426"
FINX,"","2024-07-01 17:43:47","800-249-0426"
FINX,"65.0000","2024-07-01 17:31:19","800-690-5752"
FINX,"52.0000","2024-07-01 17:35:39","800-501-4197"
FINX,"63.0000","2024-07-01 17:26:24","800-589-1598"
FINX,"","2024-07-01 17:48:04","800-589-1598"
FINX,"","2024-07-01 17:48:45","800-832-8451"
FINX,"52.0000","2024-07-01 17:47:44","800-589-1598"
FINX,"52.0000","2024-07-01 17:49:24","800-819-7341"
FINX,"","2024-07-01 17:56:16","800-690-5752"
FINX,"52.0000","2024-07-01 17:41:01","800-619-7137"
FINX,"","2024-07-01 17:59:20","800-249-0426"
FINX,"60.0000","2024-07-01 17:14:40","800-859-4205"
FINX,"65.0000","2024-07-01 17:41:41","800-616-6071"
FINX,"","2024-07-01 18:11:24","800-870-4964"
FINX,"65.0000","2024-07-01 17:41:06","800-616-6071"
FINX,"","2024-07-01 17:25:25","800-979-5116"
FINX,"52.0000","2024-07-01 17:28:40","800-404-1732"
FINX,"","2024-07-01 17:38:27","833-299-9311"
FINX,"","2024-07-01 17:36:04","800-612-7598"
FINX,"","2024-07-01 17:37:45","800-772-5024"
FINX,"","2024-07-01 17:19:55","800-299-3630"
FINX,"63.0000","2024-07-01 16:58:37","800-772-5024"
FINX,"52.0000","2024-07-01 16:07:44","800-298-0616"
FINX,"63.0000","2024-07-01 17:17:20","800-229-6410"
FINX,"","2024-07-01 18:17:38","800-944-5068"
FINX,"","2024-07-01 17:25:27","800-589-1598"
FINX,"65.0000","2024-07-01 17:36:47","833-299-9311"
FINX,"52.0000","2024-07-01 17:41:05","800-616-6071"
FINX,"63.0000","2024-07-01 17:41:33","800-616-6071"
FINX,"","2024-07-01 18:34:59","800-612-7598"
FINX,"58.0000","2024-07-01 16:41:03","800-249-0426"
FINX,"35.0000","2024-07-01 17:49:02","800-832-8451"
FINX,"","2024-07-01 17:50:21","800-832-8451"
FINX,"","2024-07-01 17:50:50","800-806-5583"
FINX,"","2024-07-01 17:51:31","800-806-5583"
FINX,"65.0000","2024-07-01 17:40:49","800-616-6071"
FINX,"","2024-07-01 17:53:24","800-989-4378"
FINX,"","2024-07-01 17:59:14","800-249-0426"
FINX,"","2024-07-01 18:00:09","800-249-0426"
FINX,"52.0000","2024-07-01 17:41:18","800-616-6071"
FINX,"","2024-07-01 17:40:58","800-616-6071"
FINX,"35.0000","2024-07-01 17:42:26","800-616-6071"
FINX,"63.0000","2024-07-01 17:20:20","800-299-3630"
FINX,"","2024-07-01 17:36:19","800-501-4197"
FINX,"","2024-07-01 17:48:15","800-509-4913"
FINX,"65.0000","2024-07-01 17:47:01","800-616-6071"
FINX,"","2024-07-01 19:06:42","800-690-5752"
FINX,"65.0000","2024-07-01 18:49:12","800-601-7105"
FINX,"45.0000","2024-07-01 19:39:26","800-454-7903"
FINX,"45.0000","2024-07-01 19:04:11","800-589-1598"
FINX,"45.0000","2024-07-01 19:27:57","800-398-3143"
FINX,"","2024-07-01 23:26:48","800-881-8953"
FINX,"","2024-07-01 19:26:52","800-410-2249"
FINX,"","2024-07-01 20:07:08","800-806-5583"
FINX,"","2024-07-01 18:19:09","800-881-8953"
FINX,"45.0000","2024-07-01 18:41:10","800-870-4964"
FINX,"45.0000","2024-07-01 18:43:27","800-401-4182"
FINX,"","2024-07-01 18:46:09","800-870-4964"
FINX,"","2024-07-01 18:47:59","800-601-7105"
FINX,"","2024-07-01 18:48:37","800-601-7105"
FINX,"65.0000","2024-07-01 18:25:42","800-832-8451"
FINX,"65.0000","2024-07-01 18:59:25","800-690-5752"
FINX,"","2024-07-01 17:41:23","800-254-5492"
FINX,"65.0000","2024-07-01 17:40:56","800-619-7137"
FINX,"63.0000","2024-07-01 17:44:18","800-616-6071"
FINX,"65.0000","2024-07-01 17:41:04","800-616-6071"
FINX,"","2024-07-01 17:40:48","800-616-6071"
FINX,"","2024-07-01 17:41:17","800-616-6071"
FINX,"52.0000","2024-07-01 17:36:41","800-501-4197"
FINX,"63.0000","2024-07-01 17:41:29","800-616-6071"
FINX,"52.0000","2024-07-01 17:42:53","800-616-6071"
FINX,"65.0000","2024-07-01 17:41:45","800-616-6071"
FINX,"52.0000","2024-07-01 17:58:54","800-249-0426"
FINX,"","2024-07-01 17:50:14","800-832-8451"
FINX,"","2024-07-01 17:51:51","800-806-5583"
FINX,"52.0000","2024-07-01 17:53:18","800-989-4378"
FINX,"63.0000","2024-07-01 17:29:40","800-410-2249"
FINX,"","2024-07-01 17:59:53","800-249-0426"
FINX,"63.0000","2024-07-01 17:47:36","800-944-5068"
FINX,"52.0000","2024-07-01 17:50:40","800-806-5583"
FINX,"63.0000","2024-07-01 16:54:55","800-715-2935"
FINX,"65.0000","2024-07-01 18:00:45","800-944-5068"
FINX,"","2024-07-01 18:11:22","800-481-5648"
FINX,"","2024-07-01 18:11:48","800-481-5648"
FINX,"63.0000","2024-07-01 17:46:03","800-616-6071"
FINX,"45.0000","2024-07-01 19:56:05","800-806-5583"
FINX,"45.0000","2024-07-01 19:16:12","800-806-5583"
FINX,"","2024-07-01 20:15:12","800-672-7517"
FINX,"","2024-07-01 21:59:17","800-284-7616"
FINX,"","2024-07-01 19:09:54","800-806-5583"
FINX,"","2024-07-01 17:25:18","800-589-1598"
FINX,"","2024-07-01 23:55:22","800-795-5914"
FINX,"","2024-07-01 19:49:08","800-316-6492"
FINX,"42.0000","2024-07-01 19:34:41","800-795-5914"
FINX,"","2024-07-01 19:56:16","800-549-1765"
FINX,"","2024-07-01 21:48:29","800-878-5916"
FINX,"","2024-07-01 21:52:50","800-731-8054"
FINX,"","2024-07-01 20:26:47","800-612-7598"
FINX,"","2024-07-01 20:29:20","800-410-6131"
FINX,"","2024-07-01 20:56:29","800-698-1565"
FINX,"","2024-07-01 21:15:06","800-494-5009"
FX25,"","2024-07-01 09:31:10","800-964-0922"
FX25,"","2024-07-01 14:51:14","800-399-6418"
GBCT,"","2024-07-01 16:20:58","800-757-0342"
GBCT,"","2024-07-01 16:44:04","800-757-0342"
GBCT,"","2024-07-01 16:21:14","800-757-0342"
GBCT,"0.0000","2024-07-01 16:20:50","800-757-0342"
GBCT,"","2024-07-01 16:21:05","800-757-0342"
GBCT,"","2024-07-01 17:26:23","800-757-0342"
GBCT,"0.0000","2024-07-01 09:37:17","800-757-0342"
GBCT,"0.0000","2024-07-01 23:01:30","800-209-0218"
GBCT,"","2024-07-01 23:01:41","800-209-0218"
GBCT,"","2024-07-01 17:49:21","800-757-0342"
HEAC,"28.0000","2024-07-01 11:26:51","800-706-2962"
HEAC,"26.0000","2024-07-01 11:29:26","800-791-1524"
HEAC,"28.0000","2024-07-01 09:15:21","800-316-0958"
HEAC,"","2024-07-01 09:02:59","800-896-5731"
HEAC,"28.0000","2024-07-01 11:51:16","800-680-4370"
HEAC,"28.0000","2024-07-01 11:55:25","800-254-4890"
HEAC,"","2024-07-01 03:28:16","800-774-3144"
HEAC,"26.0000","2024-07-01 10:52:33","800-691-1225"
HEAC,"","2024-07-01 10:50:37","866-492-9312"
HEAC,"","2024-07-01 07:43:51","800-978-0353"
HEAC,"","2024-07-01 10:50:34","800-294-0170"
HEAC,"","2024-07-01 10:30:34","800-591-9817"
HEAC,"","2024-07-01 10:56:07","800-404-1064"
HEAC,"26.0000","2024-07-01 10:54:20","800-536-0715"
HEAC,"28.0000","2024-07-01 11:57:39","800-476-3135"
HEAC,"22.5000","2024-07-01 15:14:44","800-978-0353"
HEAC,"","2024-07-01 15:18:50","800-316-0958"
HEAC,"28.0000","2024-07-01 12:49:50","800-631-4961"
HEAC,"","2024-07-01 12:51:19","800-957-3151"
HEAC,"28.0000","2024-07-01 12:51:48","800-957-3151"
HEAC,"22.5000","2024-07-01 13:09:33","800-431-8185"
HEAC,"28.0000","2024-07-01 13:21:19","800-316-0958"
HEAC,"28.0000","2024-07-01 13:53:59","800-825-1159"
HEAC,"28.0000","2024-07-01 12:51:40","800-957-3151"
HEAC,"26.0000","2024-07-01 13:21:31","800-554-4061"
HEAC,"28.0000","2024-07-01 13:22:23","800-470-0922"
HEAC,"","2024-07-01 12:54:38","800-825-1159"
HEAC,"","2024-07-01 13:44:38","800-404-1064"
HEAC,"28.0000","2024-07-01 12:51:46","800-417-5385"
HEAC,"26.0000","2024-07-01 12:42:10","800-470-0922"
HEAC,"22.5000","2024-07-01 12:24:04","800-452-6713"
HEAC,"28.0000","2024-07-01 12:47:26","800-294-5953"
HEAC,"22.5000","2024-07-01 14:35:22","800-913-7058"
HEAC,"","2024-07-01 14:18:05","800-913-7058"
HEAC,"","2024-07-01 09:40:12","800-470-0922"
HEAC,"","2024-07-01 08:18:54","800-260-3749"
HEAC,"","2024-07-01 00:52:14","800-798-6274"
HEAC,"","2024-07-01 09:22:10","800-401-9156"
HEAC,"","2024-07-01 09:18:47","800-401-9156"
HEAC,"","2024-07-01 10:18:59","800-460-1708"
HEAC,"26.0000","2024-07-01 10:48:16","800-270-1819"
HEAC,"22.5000","2024-07-01 10:50:35","800-294-0170"
HEAC,"26.0000","2024-07-01 10:54:33","800-260-3749"
HEAC,"28.0000","2024-07-01 10:57:26","800-957-3151"
HEAC,"28.0000","2024-07-01 09:57:14","800-316-0958"
HEAC,"22.5000","2024-07-01 09:48:21","800-316-0958"
HEAC,"","2024-07-01 09:47:01","800-476-3135"
HEAC,"26.0000","2024-07-01 10:44:26","800-554-4061"
HEAC,"","2024-07-01 10:53:57","800-536-0715"
HEAC,"","2024-07-01 10:42:04","800-896-7454"
HEAC,"22.5000","2024-07-01 10:45:12","800-404-1064"
HEAC,"","2024-07-01 10:57:42","800-957-3151"
HEAC,"22.5000","2024-07-01 10:35:07","800-825-1159"
HEAC,"26.0000","2024-07-01 10:44:12","800-554-4061"
HEAC,"22.5000","2024-07-01 10:01:22","800-825-1159"
HEAC,"","2024-07-01 11:18:55","800-769-0131"
HEAC,"26.0000","2024-07-01 11:23:59","800-470-0922"
HEAC,"26.0000","2024-07-01 11:38:43","800-470-0922"
HEAC,"26.0000","2024-07-01 12:06:45","800-665-3019"
HEAC,"26.0000","2024-07-01 12:18:29","800-769-0131"
HEAC,"28.0000","2024-07-01 09:15:17","800-316-0958"
HEAC,"","2024-07-01 12:33:22","800-978-0353"
HEAC,"28.0000","2024-07-01 12:23:10","800-316-0958"
HEAC,"22.5000","2024-07-01 12:46:39","800-294-5953"
HEAC,"","2024-07-01 00:54:34","800-798-6274"
HEAC,"22.5000","2024-07-01 09:54:10","800-270-1819"
HEAC,"28.0000","2024-07-01 12:46:31","800-294-5953"
HEAC,"","2024-07-01 12:48:16","800-417-5385"
HEAC,"","2024-07-01 12:18:12","800-769-0131"
HEAC,"","2024-07-01 12:24:15","800-476-3135"
HEAC,"22.5000","2024-07-01 11:29:58","800-920-1387"
HEAC,"28.0000","2024-07-01 11:47:45","800-217-2634"
HEAC,"28.0000","2024-07-01 11:22:00","800-665-3019"
HEAC,"","2024-07-01 11:29:36","800-791-1524"
HEAC,"","2024-07-01 09:49:00","800-316-0958"
HEAC,"26.0000","2024-07-01 17:28:41","800-913-7058"
HEAC,"","2024-07-01 17:44:53","800-554-4061"
HEAC,"","2024-07-01 17:29:21","800-913-7058"
HEAC,"","2024-07-01 17:46:22","800-631-4961"
HEAC,"","2024-07-01 16:00:07","866-492-9312"
HEAC,"26.0000","2024-07-01 16:42:59","800-264-5192"
HEAC,"22.5000","2024-07-01 16:58:35","800-420-5089"
HEAC,"","2024-07-01 17:01:38","800-631-4961"
HEAC,"","2024-07-01 16:47:43","800-930-3549"
HEAC,"22.5000","2024-07-01 16:48:06","800-978-0353"
HEAC,"","2024-07-01 16:07:38","866-492-9312"
HEAC,"22.5000","2024-07-01 16:26:02","800-825-1159"
HEAC,"","2024-07-01 16:07:34","800-774-3144"
HEAC,"22.5000","2024-07-01 16:16:31","800-994-8356"
HEAC,"","2024-07-01 16:17:56","800-404-1064"
HEAC,"","2024-07-01 16:52:01","800-460-1708"
HEAC,"22.5000","2024-07-01 16:45:32","800-294-5953"
HEAC,"","2024-07-01 16:59:14","800-631-4961"
HEAC,"22.5000","2024-07-01 16:08:30","800-401-9156"
HEAC,"22.5000","2024-07-01 17:01:00","800-978-0353"
HEAC,"","2024-07-01 16:49:52","800-316-0958"
HEAC,"26.0000","2024-07-01 16:48:03","800-994-4619"
HEAC,"22.5000","2024-07-01 14:17:22","800-317-4942"
HEAC,"22.5000","2024-07-01 15:17:11","800-452-6713"
HEAC,"26.0000","2024-07-01 15:15:25","800-706-2962"
HEAC,"26.0000","2024-07-01 14:26:28","800-706-2962"
HEAC,"","2024-07-01 14:26:49","800-401-9577"
HEAC,"","2024-07-01 14:34:46","800-913-7058"
HEAC,"26.0000","2024-07-01 14:34:11","800-406-0519"
HEAC,"","2024-07-01 14:31:55","800-913-7058"
HEAC,"","2024-07-01 14:32:02","866-492-9312"
HEAC,"22.5000","2024-07-01 14:26:38","800-401-9577"
HEAC,"28.0000","2024-07-01 13:58:26","800-774-3144"
HEAC,"28.0000","2024-07-01 13:45:02","800-404-1064"
HEAC,"26.0000","2024-07-01 15:18:32","800-978-0353"
HEAC,"26.0000","2024-07-01 15:40:11","800-849-3951"
HEAC,"22.5000","2024-07-01 15:44:46","800-943-5161"
HEAC,"","2024-07-01 16:00:02","800-774-3144"
HEAC,"26.0000","2024-07-01 15:23:17","800-706-2962"
HEAC,"","2024-07-01 15:46:21","800-978-0353"
HEAC,"22.5000","2024-07-01 15:19:24","800-920-1387"
HEAC,"22.5000","2024-07-01 15:41:07","800-404-1064"
HEAC,"26.0000","2024-07-01 15:47:45","800-978-0353"
HEAC,"22.5000","2024-07-01 17:50:33","800-978-0353"
HEAC,"22.5000","2024-07-01 17:41:49","800-533-2957"
HEAC,"22.5000","2024-07-01 17:19:14","800-244-7804"
HEAC,"22.5000","2024-07-01 18:24:21","800-825-1159"
HEAC,"22.5000","2024-07-01 17:57:08","800-825-1159"
HEAC,"","2024-07-01 17:47:52","800-774-3144"
HEAC,"22.5000","2024-07-01 18:03:55","800-401-9156"
HEAC,"22.5000","2024-07-01 17:59:40","800-825-1159"
HEAC,"22.5000","2024-07-01 17:48:00","866-492-9312"
HEAC,"22.5000","2024-07-01 17:55:01","800-401-9577"
HEAC,"26.0000","2024-07-01 17:59:13","800-665-3019"
HEAC,"22.5000","2024-07-01 17:46:44","800-631-4961"
HEAC,"22.5000","2024-07-01 18:50:18","800-774-3144"
HEAC,"","2024-07-01 19:24:00","800-978-0353"
HEAC,"","2024-07-01 19:24:37","800-978-0353"
HEAC,"","2024-07-01 18:48:25","800-774-3144"
HEAC,"","2024-07-01 18:48:59","800-774-3144"
HEAC,"22.5000","2024-07-01 18:49:11","800-825-1159"
HEAC,"22.5000","2024-07-01 18:28:25","800-316-0958"
HEAC,"","2024-07-01 18:29:09","800-774-3144"
HEAC,"","2024-07-01 19:49:51","800-978-0353"
HEAC,"","2024-07-01 19:24:23","800-978-0353"
HEAC,"","2024-07-01 19:06:02","800-691-1225"
HEAC,"","2024-07-01 18:49:51","800-774-3144"
HEAC,"","2024-07-01 18:51:01","800-774-3144"
HEAC,"","2024-07-01 18:49:23","800-774-3144"
HEAC,"","2024-07-01 18:51:28","800-774-3144"
HEAC,"","2024-07-01 20:59:00","800-825-1159"
HEHI,"","2024-07-01 15:34:27","800-997-3902"
HEHI,"","2024-07-01 15:54:28","800-766-5908"
HEHI,"","2024-07-01 15:53:47","800-404-1064"
HEHI,"22.5000","2024-07-01 15:27:08","800-912-7198"
HEHI,"26.0000","2024-07-01 15:30:19","800-766-5908"
HEHI,"22.5000","2024-07-01 15:39:10","800-440-1799"
HEHI,"28.0000","2024-07-01 15:24:21","800-940-5261"
HEHI,"","2024-07-01 15:26:32","800-912-7198"
HEHI,"","2024-07-01 15:34:29","800-766-5908"
HEHI,"26.0000","2024-07-01 15:55:06","800-766-5908"
HEHI,"","2024-07-01 14:56:18","800-682-2119"
HEHI,"28.0000","2024-07-01 15:31:37","800-283-7502"
HEHI,"28.0000","2024-07-01 15:54:26","800-766-5908"
HEHI,"22.5000","2024-07-01 16:00:37","800-976-8406"
HEHI,"22.5000","2024-07-01 15:30:42","800-976-8406"
HEHI,"26.0000","2024-07-01 15:30:10","800-976-8406"
HEHI,"","2024-07-01 15:12:23","800-382-4395"
HEHI,"26.0000","2024-07-01 15:13:05","800-382-4395"
HEHI,"26.0000","2024-07-01 15:13:14","800-976-8406"
HEHI,"","2024-07-01 16:09:03","800-864-6172"
HEHI,"26.0000","2024-07-01 16:00:06","800-976-8406"
HEHI,"26.0000","2024-07-01 15:54:51","800-766-5908"
HEHI,"26.0000","2024-07-01 15:55:01","800-766-5908"
HEHI,"28.0000","2024-07-01 15:00:14","800-985-8432"
HEHI,"","2024-07-01 15:32:03","800-766-5908"
HEHI,"26.0000","2024-07-01 15:40:34","800-737-5075"
HEHI,"26.0000","2024-07-01 15:00:18","800-871-9774"
HEHI,"28.0000","2024-07-01 12:40:09","800-903-9481"
HEHI,"28.0000","2024-07-01 13:30:18","800-205-0406"
HEHI,"","2024-07-01 13:39:27","800-485-3453"
HEHI,"","2024-07-01 13:37:04","800-787-7131"
HEHI,"26.0000","2024-07-01 13:26:27","800-205-0406"
HEHI,"22.5000","2024-07-01 13:42:35","800-940-5261"
HEHI,"","2024-07-01 13:27:39","800-440-1799"
HEHI,"26.0000","2024-07-01 13:26:06","800-737-5075"
HEHI,"22.5000","2024-07-01 13:27:53","800-440-1799"
HEHI,"22.5000","2024-07-01 12:47:48","800-912-7657"
HEHI,"26.0000","2024-07-01 14:18:51","800-737-5075"
HEHI,"22.5000","2024-07-01 14:33:32","800-940-5261"
HEHI,"26.0000","2024-07-01 14:38:44","800-217-8190"
HEHI,"26.0000","2024-07-01 14:22:59","800-217-8190"
HEHI,"26.0000","2024-07-01 14:34:01","800-515-1219"
HEHI,"28.0000","2024-07-01 14:18:12","800-737-5075"
HEHI,"26.0000","2024-07-01 14:17:40","800-737-5075"
HEHI,"26.0000","2024-07-01 12:52:41","800-205-0406"
HEHI,"28.0000","2024-07-01 14:00:26","800-766-5908"
HEHI,"22.5000","2024-07-01 14:49:17","800-230-0947"
HEHI,"22.5000","2024-07-01 14:51:22","800-766-5908"
HEHI,"26.0000","2024-07-01 14:52:16","800-766-5908"
HEHI,"26.0000","2024-07-01 14:07:56","800-730-4373"
HEHI,"26.0000","2024-07-01 14:18:00","800-230-0947"
HEHI,"26.0000","2024-07-01 14:19:31","800-230-0947"
HEHI,"22.5000","2024-07-01 16:48:56","800-864-6172"
HEHI,"","2024-07-01 16:44:36","800-205-0406"
HEHI,"","2024-07-01 16:49:38","800-404-1064"
HEHI,"22.5000","2024-07-01 17:07:03","800-603-9193"
HEHI,"26.0000","2024-07-01 16:51:35","800-790-8319"
HEHI,"26.0000","2024-07-01 16:16:44","800-671-0651"
HEHI,"","2024-07-01 16:14:37","800-940-5261"
HEHI,"26.0000","2024-07-01 16:12:21","800-912-7051"
HEHI,"22.5000","2024-07-01 16:30:11","800-492-7417"
HEHI,"26.0000","2024-07-01 16:23:55","800-976-8406"
HEHI,"","2024-07-01 15:32:56","800-997-3902"
HEHI,"26.0000","2024-07-01 16:19:14","800-766-5908"
HEHI,"26.0000","2024-07-01 16:31:22","800-766-5908"
HEHI,"26.0000","2024-07-01 16:12:58","800-674-4417"
HEHI,"","2024-07-01 17:47:25","800-674-4417"
HEHI,"26.0000","2024-07-01 17:55:07","800-671-0651"
HEHI,"22.5000","2024-07-01 17:57:35","800-940-5261"
HEHI,"","2024-07-01 17:25:30","800-427-1079"
HEHI,"26.0000","2024-07-01 17:06:34","800-940-5261"
HEHI,"","2024-07-01 16:46:04","800-205-0406"
HEHI,"28.0000","2024-07-01 11:57:52","800-864-6172"
HEHI,"22.5000","2024-07-01 12:06:38","800-578-9496"
HEHI,"28.0000","2024-07-01 09:29:41","800-817-0385"
HEHI,"26.0000","2024-07-01 12:24:57","800-766-5908"
